名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
黄雚,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如樗,其葉如麻,白華,赤實,其狀如赭,",prompt: 一株古老的黄雚草，其形状类似于樗树，叶子则像麻叶一般，花朵洁白如雪，果实鲜红如血，果实的形状宛如赭石。整幅画面采用传统中国美学的彩色水墨风格，背景是淡雅的山水，强调植物的自然美感和神秘色彩。,植物\草名\黄雚.png,huangguan（黄雚）,"prompt: An ancient yellow grass, its shape is similar to that of a catalpa tree, the leaves are like hemp leaves, the flowers are as white as snow, the fruit is bright red like blood, and the shape of the fruit is like ochre. The entire painting adopts the color ink style of traditional Chinese aesthetics, with elegant landscapes in the background, emphasizing the natural beauty and mystery of plants."
韭,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，描绘一种名为韭的草本植物，细长而翠绿的叶子紧密排列，根部微白，整体呈现出生机勃勃的景象，背景为淡雅的山水，增添古朴韵味。,植物\草名\韭.png,jiu（韭）,"prompt: Traditional Chinese color ink style, depicting a herb called leek, slender and emerald green leaves closely arranged, the roots are slightly white, the overall presentation of a vibrant scene, the background is elegant landscape, adding a simple charm."
箭,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的草名箭，生长于神秘的山林之中，其茎细长而坚韧，叶片呈羽状分裂，色彩为淡绿色。整株植物仿佛一支蓄势待发的箭矢，充满力量与生命力。请以传统中国美学的彩色水墨风格绘制，画面中可以加入山石、云雾等元素，营造出一种幽静而神秘的氛围。,植物\草名\箭.png,jian（箭）,"prompt: The ancient mythical grass name arrow, growing in the mysterious mountain forest, its stem is slender and tough, the leaves are pinnately divided, and the color is pale green. The whole plant is like an arrow ready to go, full of power and vitality. Please paint in the color ink style of traditional Chinese aesthetics, and you can add elements such as mountains and rocks, clouds and mist to the picture to create a quiet and mysterious atmosphere."
菊,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，一株盛开的菊花，花瓣细腻如丝，色彩鲜艳而典雅，背景为淡雅的山水画，体现出草木之美的宁静与和谐，画面中融入《山海经》中的神秘元素，如远处隐约可见的神兽或奇异植物，增强画面的神话氛围。,植物\草名\菊.png,ju（菊）,"prompt: The color ink style of traditional Chinese aesthetics, a blooming chrysanthemum, the petals are as delicate as silk, the colors are bright and elegant, the background is an elegant landscape painting, reflecting the tranquility and harmony of the beauty of plants and trees, and the mysterious elements in the ""Classic of Mountains and Seas"" are integrated into the picture, such as mythical beasts or exotic plants that can be seen in the distance, enhancing the mythological atmosphere of the picture."
菅,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，菅草在田野中摇曳生姿，细长的叶片随风轻摆，呈现出自然和谐之美。背景是宁静的田园风光，远处有山峦和古朴的村落，天空中飘着几朵白云，阳光透过云层洒在菅草上，形成斑驳光影。画面色彩以淡雅为主，展现出一种静谧而悠远的意境。,植物\草名\菅.png,jian（菅）,"prompt: In the style of colorful ink painting of traditional Chinese aesthetics, the grass sways in the field, and the slender leaves sway gently in the wind, showing the beauty of natural harmony. The background is a peaceful pastoral scenery, with mountains and quaint villages in the distance, and a few white clouds floating in the sky, and the sun shines on the grass through the clouds, forming mottled light and shadow. The color of the picture is mainly elegant, showing a quiet and distant artistic conception."
苣,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，古籍《山海经》中记载的奇异草名苣，生长于幽谷之中，叶片细长如丝带，随风轻摆，色彩斑斓，有红、黄、蓝、绿等多种颜色交织，仿佛彩虹般绚烂，根部深埋于土壤中，吸收天地精华，散发出淡淡的光芒，周围环绕着薄雾和神秘气息，远处山峦若隐若现，营造出一种奇幻而宁静的氛围。,植物\草名\苣.png,ju（苣）,"prompt: Traditional Chinese aesthetic color ink style, the kiwi grass recorded in the ancient book ""Classic of Mountains and Seas"", grows in the valley, the leaves are slender like ribbons, swaying with the wind, colorful, there are red, yellow, blue, green and other colors intertwined, as if the rainbow is brilliant, the roots are buried deep in the soil, absorbing the essence of heaven and earth, emitting a faint light, surrounded by mist and mysterious atmosphere, and the mountains in the distance loom, creating a fantasy and tranquil atmosphere."
箘,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一种名为箘的神秘草本植物，生长在幽深的山谷之中，其叶片呈心形，边缘带有细小锯齿，叶色翠绿欲滴，中央长有一根细长而挺拔的茎，顶端绽放着一朵淡紫色的小花，花瓣薄如蝉翼，散发着淡淡的幽香。整个画面采用传统中国美学的彩色水墨风格绘制，背景是朦胧的山峦和缭绕的云雾，增添了几分神秘与幽静之感。,植物\草名\箘.png,jun（箘）,"prompt: A mysterious herb called bamboo, growing in a deep valley, its leaves are heart-shaped, with fine serrations on the edges, green leaves, a slender and straight stem in the center, and a lilac flower blooms at the top, with petals as thin as cicada wings, exuding a faint fragrance. The whole picture is painted in the color ink style of traditional Chinese aesthetics, with hazy mountains and swirling clouds in the background, adding a bit of mystery and tranquility."
芥,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，描绘一种名为芥的草本植物，生长在山野之间，叶子细长而密集，呈现出淡淡的绿色，花朵小巧，颜色为淡黄色，周围环境以山石和溪流为主，展现出自然和谐之美。,植物\草名\芥.png,jie（芥）,"prompt: Traditional Chinese color ink style, depicting a herb called mustard, growing between the mountains and fields, the leaves are slender and dense, showing a faint green, the flowers are small, the color is pale yellow, the surrounding environment is dominated by mountains and streams, showing the beauty of natural harmony."
葌草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，葌草，细长的叶子呈深绿色，叶片边缘有锯齿状，花朵小巧，颜色为淡紫色，花序为穗状，生长在湿润的山谷中，周围环境幽静，远处有山峦起伏，近处有溪流潺潺，画面充满古朴典雅的气息。,植物\草名\葌草.png,jiancao（葌草）,"prompt: Traditional Chinese aesthetic color ink style, grass, slender leaves are dark green, the edges of the leaves are jagged, the flowers are small, the color is lilac, the inflorescences are spike-shaped, growing in a humid valley, the surrounding environment is quiet, there are mountains in the distance, there are streams gurgling nearby, the picture is full of simple and elegant atmosphere."
鷄榖,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格的鷄榖草，生长在神秘的山林之中，叶片细长而翠绿，花朵呈淡黄色，形似鸡冠，散发出淡淡的幽香，周围环境古朴典雅，充满自然和谐之美。,植物\草名\鷄榖.png,jigu（鷄榖）,"prompt: The traditional Chinese color ink style of the crane grass, growing in the mysterious mountains and forests, the leaves are slender and emerald green, the flowers are pale yellow, shaped like a rooster's comb, exuding a faint fragrance, the surrounding environment is simple and elegant, full of natural harmony and beauty."
桔梗,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，桔梗花，草本植物，蓝色花朵，细长的茎，叶片呈心形，生长在田野中，背景为山川河流，远处有古代村落，画面充满诗意和宁静，参考《山海经》中的植物描绘，展现古朴自然之美。,植物\草名\桔梗.png,jiegeng（桔梗）,"prompt: Traditional Chinese color ink style, platycodon flowers, herbs, blue flowers, slender stems, leaves in the shape of a heart, growing in the field, the background is mountains and rivers, there are ancient villages in the distance, the picture is full of poetry and tranquility, referring to the plant depiction in the ""Classic of Mountains and Seas"", showing the beauty of simple nature."
雞榖,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其本如雞夘,其味酸甘,",prompt: 一株古老的草本植物，名为雞榖，其根部形状酷似鸡爪，叶片细长而翠绿，整体呈现出一种古朴的美感。整株植物散发着淡淡的酸甜香气，仿佛能让人闻到远古的气息。背景为淡雅的山水画风格，色彩以传统中国水墨画的墨色和淡彩为主，营造出一种宁静而神秘的氛围。,植物\草名\雞榖.png,jigu（雞榖）,"prompt: An ancient herbaceous plant called chicken grain, its roots are shaped like chicken feet, and the leaves are slender and emerald green, presenting a simple beauty as a whole. The whole plant exudes a faint sweet and sour aroma, as if it can make people smell the smell of ancient times. The background is in the style of elegant landscape painting, and the colors are mainly ink and light colors of traditional Chinese ink painting, creating a serene and mysterious atmosphere."
白菅,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风格的彩色水墨画，描绘一种名为白菅的草本植物，其叶片细长而柔软，颜色为淡绿色，边缘略带白色，花朵小巧而密集，呈白色或淡黄色，整株植物在微风中轻轻摇曳，背景是山海经中的神秘山水景色，画面充满古朴典雅的气息。,植物\草名\白菅.png,baijian（白菅）,"prompt: Classical Chinese style color ink painting, depicting a herbaceous plant called Bai Suga, its leaves are slender and soft, the color is pale green, the edges are slightly white, the flowers are small and dense, white or pale yellow, the whole plant sways gently in the breeze, the background is the mysterious landscape scenery in the Classic of Mountains and Seas, the picture is full of simple and elegant atmosphere."
萆荔,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如烏韭,生於石上,亦縁木而生,",prompt：萆荔，一种古老的草本植物，形状类似乌韭，生长在岩石上，也能攀缘树木而生。请以古代插画风格和传统中国美学的彩色水墨风格描绘这种神秘的草本植物，背景为山石与古树，色彩以淡雅为主，突出其生命力顽强且独特的生长环境。,植物\草名\萆荔.png,bili（萆荔）,"prompt: Grass, an ancient herb shaped like a black leek, grows on rocks and can also climb trees. Please depict this mysterious herb in the color ink style of ancient illustration style and traditional Chinese aesthetics, with mountains and ancient trees in the background, and the colors are mainly elegant, highlighting its tenacious and unique growth environment."
菌蒲,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格的菌蒲，这是一种神秘的草本植物，生长在幽静的山谷之中，叶片细长而柔软，呈现出淡淡的绿色，花朵小巧玲珑，颜色淡雅，如同晨雾中的露珠，散发着淡淡的幽香，背景是朦胧的山峦和潺潺流水，营造出一种宁静而祥和的氛围。,植物\草名\菌蒲.png,junpu（菌蒲）,"Prompt: Traditional Chinese aesthetic color ink style fungus cattail, this is a mysterious herb that grows in a quiet valley, the leaves are slender and soft, showing a faint green, the flowers are small and exquisite, the color is elegant, like dew in the morning mist, exuding a faint fragrance, the background is hazy mountains and gurgling water, creating a peaceful and peaceful atmosphere."
嘉榮,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"生而秀,其髙丈餘,赤葉,赤華,華而不實,",prompt: 古代神话中的嘉榮草，高约一丈余，叶片和花朵皆为红色，花而不实，采用传统中国美学的彩色水墨风格绘制，画面中嘉榮草挺拔秀美，叶片和花朵鲜艳夺目，背景以淡雅的山水为衬托，展现出神秘而美丽的山海经世界。,植物\草名\嘉榮.png,jiarong（嘉榮）,"prompt: Jiarong grass in ancient mythology, about 10 feet high, leaves and flowers are red, flowers but not fruit, painted in the color ink style of traditional Chinese aesthetics, the picture is tall and beautiful, the leaves and flowers are bright and eye-catching, the background is set off by elegant landscapes, showing the mysterious and beautiful world of mountains and seas."
葵,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一棵古老的葵草，生长在神秘的山间，叶子宽大而翠绿，花朵金黄灿烂，如同太阳般耀眼。整株植物散发着淡淡的光芒，仿佛蕴含着古老的力量。背景是淡雅的水墨山水，远处有若隐若现的山峰和云雾缭绕。整体画面采用传统中国美学的彩色水墨风格，色彩柔和而富有层次感。,植物\草名\葵.png,kui（葵）,"prompt: An ancient sunflower plant grows in the mysterious mountains, with wide and emerald green leaves, golden and brilliant flowers, as dazzling as the sun. The whole plant emits a faint glow, as if it contains ancient power. The background is an elegant ink landscape, with looming peaks and clouds in the distance. The overall picture adopts the color ink style of traditional Chinese aesthetics, with soft and layered colors."
空奪,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，空奪草，生长于幽静山谷之中，叶片细长如剑，翠绿欲滴，花朵呈淡紫色，花瓣轻盈透明，仿佛能随风飘动，背景是朦胧的山峦和淡淡的云雾，整体色调以青绿为主，点缀着些许紫色，营造出一种神秘而宁静的氛围。,植物\草名\空奪.png,kongduo（空奪）,"prompt: Traditional Chinese ink painting style, empty grass, growing in a quiet valley, the leaves are slender as swords, emerald green is dripping, the flowers are lilac, the petals are light and transparent, as if they can flutter with the wind, the background is hazy mountains and faint clouds, the overall tone is mainly turquoise, dotted with a little purple, creating a mysterious and serene atmosphere."
苦莘,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如橚,其實如瓜,其味酸甘,",prompt: 一棵古老的苦莘草，其形状如同橚树般挺拔优雅，枝叶繁茂，果实如瓜，色彩斑斓，散发着酸甜的气息。画面采用传统中国美学的彩色水墨风格，细腻描绘出每一根枝条和每一片叶子，展现出苦莘草的独特魅力。背景是山林间的一片幽静之地，远处有淡淡的云雾缭绕，增添了一丝神秘感。,植物\草名\苦莘.png,kushen（苦莘）,"prompt: An ancient bitter grass, its shape is as tall and elegant as a oak tree, with lush branches and leaves, fruits like melons, colorful, exuding sweet and sour breath. The picture adopts the color ink style of traditional Chinese aesthetics, delicately depicting every branch and leaf, showing the unique charm of Kuxin grass. The background is a quiet place in the mountains and forests, with faint clouds and mist in the distance, adding a touch of mystery."
㓂脫,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，描绘一种名为㓂脫的神秘草本植物。该植物生长在幽静的山谷之中，叶片呈深绿色，形状似羽毛，轻盈而富有生机。花朵小巧玲珑，颜色为淡紫色，散发出淡淡的香气。整株植物给人一种宁静祥和的感觉，仿佛能够净化心灵。背景是山峦起伏、云雾缭绕的自然景观，远处有潺潺流水声，营造出一种远离尘嚣的意境。,植物\草名\㓂脫.png,koutuo（㓂脫）,"prompt: A colorful ink style in traditional Chinese aesthetics depicting a mysterious herb called 㓂Tuo. The plant grows in a quiet valley, with dark green leaves and a feather-like shape, light and full of life. The flowers are small and delicate, lilac in color, and emit a faint aroma. The whole plant gives people a sense of tranquility and peace, as if it can purify the mind. The background is a natural landscape of undulating mountains and clouds, and the sound of gurgling water in the distance, creating an artistic conception away from the hustle and bustle."
纍,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一种名为纍的奇异草本植物，其叶片宽大且呈深绿色，边缘带有锯齿状，中央有一条明显的白色脉络。纍生长在山间幽谷之中，周围环绕着淡淡的雾气，背景是连绵起伏的山脉和古老的松树。整幅画面采用传统中国美学的彩色水墨风格，色彩淡雅而富有层次感，展现出神秘而宁静的自然景象。,植物\草名\纍.png,lei（纍）,"prompt: A strange herb called the Xiao, with broad, dark green leaves with serrated edges and a distinct white vein in the center. It grows in a mountain valley, surrounded by a faint mist with rolling mountains and ancient pine trees in the background. The whole picture adopts the color ink style of traditional Chinese aesthetics, with elegant and layered colors, showing a mysterious and tranquil natural scene."
𦵧,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蓍而毛,青華,白實,",prompt: 一种名为𦵧的草，其形状类似蓍草但长有绒毛，花朵为青色，果实为白色。请以古代插画风格和传统中国美学的彩色水墨风格描绘这种神秘的植物。背景可以是山林或溪流旁，营造出一种宁静而神秘的氛围。,植物\草名\𦵧.png,lang（𦵧）,"Prompt: A grass called 𦵧 that resembles yarrow but has hairs, blue flowers, and white fruits. Please depict this mysterious plant in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. The background can be a mountain forest or next to a stream, creating a serene and mysterious atmosphere."
穋,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，穋草，细长的茎叶随风摇曳，叶片呈淡绿色，边缘有细微锯齿，穗状花序顶生，花色为淡黄色，背景是朦胧的山水，画面充满诗意与古典美感。,植物\草名\穋.png,lu（穋）,"prompt: Traditional Chinese ink style, grass, slender stems and leaves swaying in the wind, the leaves are pale green, the edges are slightly serrated, the spikes are terminal, the flower color is pale yellow, the background is hazy landscape, the picture is full of poetry and classical beauty."
荖目,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的荖目，是一种神秘的草本植物，生长在幽深的山谷之中。其叶片细长而柔软，呈现出淡绿色，叶脉清晰可见，如同细腻的水墨画线条。花朵小巧玲珑，呈淡紫色，花瓣轻盈透明，仿佛是山间晨雾中的一抹紫色幻影。整株植物散发出淡淡的清香，给人以宁静和安详之感。背景为古朴的山水景色，采用传统中国美学的彩色水墨风格，画面中隐约可见云雾缭绕的山峦和清澈的小溪，展现出一种超凡脱俗的意境。,植物\草名\荖目.png,laomu（荖目）,"prompt: The Eye of the Mountains and Seas in the Classic of Mountains and Seas is a mysterious herbaceous plant that grows in deep valleys. Its leaves are slender and soft, showing a pale green color, and the veins are clearly visible, like delicate ink lines. The flowers are small and exquisite, lilac in color, and the petals are light and transparent, as if they are a purple phantom in the morning mist in the mountains. The whole plant exudes a faint fragrance, giving people a sense of tranquility and tranquility. The background is a simple landscape scenery, using the colorful ink style of traditional Chinese aesthetics, and the clouds and mist mountains and clear streams are faintly visible in the picture, showing an otherworldly artistic conception."
龍脩,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，龍脩草，生长在神秘的山林之中，叶片细长如龙须，色彩斑斓，从绿色渐变到紫色，花序呈螺旋状上升，仿佛小龙盘旋而上，周围环绕着淡淡的雾气，增添几分仙气，背景是古老的山峦和云海，整体画面充满神秘与幽静之美。,植物\草名\龍脩.png,longxiu（龍脩）,"prompt: Traditional Chinese color ink style, dragon grass, grows in the mysterious mountains and forests, the leaves are slender like dragon whiskers, colorful, from green gradient to purple, the inflorescences rise in a spiral, as if a small dragon is spiraling up, surrounded by a faint mist, adding a bit of fairy energy, the background is ancient mountains and the sea of clouds, the overall picture is full of mystery and quiet beauty."
䉋,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 䉋，一种神秘的草本植物，生长在幽深的山谷之中，其叶片细长如丝，颜色翠绿欲滴，茎干挺拔而坚韧。整株植物散发着淡淡的光芒，仿佛蕴含着古老的力量。请以《山海经》中的描述为灵感，结合中国传统水墨画风格，绘制出这种独特的草本植物。背景可选择雾气缭绕的山谷，增添一份神秘感。,植物\草名\䉋.png,mei（䉋）,"prompt: 艋, a mysterious herbaceous plant that grows in deep valleys, its leaves are slender as silk, the color is emerald green, and the stem is straight and tough. The whole plant emits a faint glow, as if it contains ancient power. Please take the description in the ""Classic of Mountains and Seas"" as inspiration, combined with the traditional Chinese ink painting style, to draw this unique herb. Choose a foggy valley as a background to add a sense of mystery."
麻,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代草本植物麻，中国传统彩色水墨风格，细腻的线条勾勒出麻的茎叶，叶片呈长条形，绿色渐变，展现出自然生长的状态，背景为淡雅的山水景色，整体画面充满诗意和古典美感。,植物\草名\麻.png,ma（麻）,"prompt: Ancient herb hemp, traditional Chinese color ink style, delicate lines outline the stems and leaves of hemp, the leaves are long strips, green gradients, showing the state of natural growth, the background is elegant landscape scenery, the overall picture is full of poetry and classical beauty."
茆,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，描绘一种名为茆的古老草本植物，生长在山间溪流旁，叶片宽大而翠绿，边缘带有细小锯齿，茎干挺拔修长，花朵呈淡紫色，花瓣细腻柔美，散发出淡淡的幽香，背景为云雾缭绕的山峦，远处可见古朴的亭台楼阁，整体画面充满神秘与宁静之美。,植物\草名\茆.png,mao（茆）,"prompt: Traditional Chinese color ink style, depicting an ancient herb plant called Mao, growing next to a mountain stream, the leaves are wide and emerald green, the edges are with fine serrations, the stems are straight and slender, the flowers are lilac, the petals are delicate and soft, exuding a faint fragrance, the background is cloudy mountains, and the quaint pavilions and pavilions can be seen in the distance, and the overall picture is full of mystery and tranquil beauty."
芒草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如棠,赤葉,",prompt: 一株芒草，其状如棠，叶片呈现鲜艳的赤红色，生长在山间溪流旁，背景是淡雅的水墨山水，整幅画面采用传统中国美学的彩色水墨风格，展现出一种古典而神秘的气息。,植物\草名\芒草.png,mangcao（芒草）,"prompt: A miscanthus plant, its shape is like a hawthorn, the leaves are bright red, growing next to the mountain stream, the background is elegant ink landscape, the whole picture adopts the color ink style of traditional Chinese aesthetics, showing a classical and mysterious atmosphere."
莾草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，莾草，一种古老的草本植物，生长在山野之间，叶片宽大而翠绿，边缘带有细微锯齿，茎干挺拔有力，花朵小巧玲珑，呈淡紫色，花蕊金黄，整体散发着自然的生机与活力，背景为朦胧的山峦和潺潺流水，营造出宁静而神秘的氛围。,植物\草名\莾草.png,mangcao（莾草）,"prompt: Colorful ink style of traditional Chinese aesthetics, Grass, an ancient herbaceous plant, grows between the mountains and fields, the leaves are wide and emerald green, the edges are slightly serrated, the stems are straight and powerful, the flowers are small and exquisite, lilac, the stamens are golden, the overall exudes natural vitality and vitality, the background is hazy mountains and gurgling water, creating a peaceful and mysterious atmosphere."
𧄸冬,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，描绘一种名为𧄸冬的草本植物，生长在古代山林间，叶片细长而翠绿，茎干挺拔，花朵小巧，颜色淡雅，仿佛能抵御严寒，周围环境宁静祥和，远处是连绵起伏的山脉，近处有清澈的小溪流过，整体画面充满自然和谐之美。,植物\草名\𧄸冬.png,mendong（𧄸冬）,"prompt: The color ink style of traditional Chinese aesthetics, depicting a herbaceous plant called 𧄸冬, growing in the ancient mountains and forests, the leaves are slender and emerald green, the stems are straight, the flowers are small, the color is elegant, as if it can resist the cold, the surrounding environment is quiet and peaceful, the distance is rolling mountains, there are clear streams flowing nearby, the overall picture is full of natural and harmonious beauty."
蘼蕪,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，蘼蕪草，细长的叶子如丝带般轻盈飘逸，叶片边缘略带波浪形，呈现出淡绿色至深绿色的渐变，生长在湿润的溪边或林下，周围环境幽静而神秘，空气中弥漫着淡淡的清香，仿佛能让人忘却尘世烦恼，背景为山石与流水，营造出一种宁静而祥和的氛围。,植物\草名\蘼蕪.png,miwu（蘼蕪）,"prompt: Colorful ink style of traditional Chinese aesthetics, chrysanthemum, slender leaves are as light and elegant as ribbons, the edges of the leaves are slightly wavy, showing a gradient of light green to dark green, growing by the moist stream or under the forest, the surrounding environment is quiet and mysterious, the air is filled with a faint fragrance, as if people can forget the troubles of the world, the background is mountains and rocks and flowing water, creating a peaceful and peaceful atmosphere."
蘪蕪,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，蘪蕪草，生长于幽静山谷之中，叶片细长而柔软，呈淡绿色，花朵小巧玲珑，花瓣白色中透着微红，散发出淡淡的香气，背景是山石和溪流，画面宁静而雅致。,植物\草名\蘪蕪.png,meiwu（蘪蕪）,"prompt: Traditional Chinese color ink style, wheat grass, growing in a quiet valley, the leaves are slender and soft, pale green, the flowers are small and exquisite, the petals are white and reddish, exuding a faint fragrance, the background is mountains and streams, the picture is quiet and elegant."
明組巴,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"居海中,",prompt: 《山海经》中的神秘草名明組巴，生长于浩瀚无垠的海洋之中，其叶片如碧玉般晶莹剔透，随波轻摇。请以古代插画风格和传统中国美学的彩色水墨风格描绘此景，画面中海水呈现出深邃而清澈的蓝色，几尾游鱼穿梭其间，远处海天一色，近处则是这株罕见的水中奇草，它的存在仿佛是连接着人间与仙境的桥梁，令人向往。,植物\草名\明組巴.png,mingzuba（明組巴）,"prompt: The mysterious grass in the ""Classic of Mountains and Seas"" is called Ming Kumiba, which grows in the vast ocean, and its leaves are as crystal clear as jasper, swaying gently with the waves. Please depict this scene in the color ink style of ancient illustration style and traditional Chinese aesthetics, in the picture the sea water shows a deep and clear blue, a few swimming fish shuttle between it, the sea and sky in the distance, and this rare water grass nearby, its existence seems to be a bridge connecting the world and the fairyland, which is desirable."
牛傷,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀葉如榆,方莖,蒼傷,",prompt: 一种名为牛傷的草，叶子形状类似榆树叶，茎干呈方形，颜色为苍绿色。请以古代插画风格和传统中国美学的彩色水墨风格描绘这种植物，注意表现其独特的叶形和方茎特点。背景可以是古典山水或者简朴的自然环境，整体色调以淡雅为主，突出牛傷草的独特美感。,植物\草名\牛傷.png,niushang（牛傷）,"Prompt: A grass called cow wound, the leaves are shaped like elm leaves, the stem is square, and the color is pale. Please depict this plant in the style of ancient illustration and traditional Chinese aesthetics, paying attention to its unique leaf shape and square stem characteristics. The background can be classical landscape or simple natural environment, and the overall color tone is mainly elegant, highlighting the unique beauty of cow grass."
芃,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，芃草，细腻的绿色叶片，轻盈摇曳在微风中，背景是淡雅的山水，画面充满古朴诗意，展现出一种宁静而祥和的自然之美。,植物\草名\芃.png,peng（芃）,"prompt: Traditional Chinese ink style, grass, delicate green leaves, swaying lightly in the breeze, the background is elegant landscape, the picture is full of simple poetry, showing a peaceful and peaceful natural beauty."
薲草,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如葵,味如葱,",prompt: 《山海经》中的薲草，其状如葵，味如葱，生长在古代的神秘之地。请绘制一幅具有传统中国美学风格的彩色水墨画，画面中薲草呈现出葵花般的形态，叶片宽大而舒展，茎干挺拔，色彩以淡雅为主，背景为山川河流，展现出一种宁静而古朴的氛围。,植物\草名\薲草.png,pincao（薲草）,"prompt: The herbaceous grass in the ""Classic of Mountains and Seas"", which looks like sunflower and tastes like green onions, grows in a mysterious place in ancient times. Please draw a color ink painting with a traditional Chinese aesthetic style, in which the cox grass presents a sunflower-like form, the leaves are wide and stretched, the stems are straight, the colors are mainly elegant, and the background is mountains and rivers, showing a quiet and simple atmosphere."
䖀,植物,草名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 䖀，一种神秘的草本植物，生长在幽深的山谷之中。它的叶子呈心形，边缘有细小锯齿，颜色为深绿色，带有淡淡的紫色光泽。花朵小巧玲珑，花瓣五片，呈淡紫色，花蕊金黄。整株植物散发着淡淡的清香，仿佛能驱散周围的阴霾。背景是幽静的山谷，远处有云雾缭绕的山峰，整体画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩柔和。,植物\草名\䖀.png,䖀（䖀）,"Prompt: 䖀, a mysterious herb that grows in deep valleys. Its leaves are heart-shaped, with fine serrations at the edges, and are dark green in color with a hint of purple. The flowers are small and exquisite, with five petals, lilac in color, and golden stamens. The whole plant exudes a faint fragrance, as if it can dispel the surrounding haze. The background is a quiet valley, with cloudy peaks in the distance, and the overall picture adopts the color ink style of traditional Chinese aesthetics, with delicate brushstrokes and soft colors."
