名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
犳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘兽犳，体态矫健，身披斑斓的毛皮，头部有如豹子般威猛，眼神锐利，四肢强健有力。背景为幽静的山林，古木参天，云雾缭绕，画面风格参考古代插画和传统中国美学的彩色水墨风格，色彩丰富而和谐，线条流畅且富有动感。,动物\兽名\犳.png,zhuo（犳）,"Prompt: A mysterious beast from the ""Classic of Mountains and Seas"", with a vigorous body, colorful fur, a head as powerful as a leopard, sharp eyes, and strong limbs. The background is a quiet mountain forest, towering ancient trees, clouds and mist, the picture style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics, the colors are rich and harmonious, and the lines are smooth and dynamic."
彘,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为彘的神兽，体态庞大，形似野猪，全身覆盖着黑色的鬃毛，眼睛闪烁着红光。它四蹄强壮有力，獠牙外露，显得凶猛异常。背景为古代山林，树木葱郁，云雾缭绕，整体风格参考《山海经》中的插画和传统中国彩色水墨画风。,动物\兽名\彘.png,zhi（彘）,"prompt: A mythical beast called a pig, with a huge body, resembling a wild boar, covered with black manes and eyes that flash red. Its four hooves are strong and powerful, and its fangs are exposed, making it look extremely ferocious. The background is ancient mountains and forests, lush trees, clouds and mist, and the overall style refers to the illustrations in the ""Classic of Mountains and Seas"" and the traditional Chinese color ink painting style."
仇猱,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如莬,鳥喙,鴟目,蛇尾,見人則眠,其鳴自䚯,",prompt: 一只名为仇猱的神兽，其状如莬，拥有鸟喙、鸱目和蛇尾。当它见到人时会闭上眼睛装睡，其鸣叫声如同自䚯。请以古代插画风格和传统中国美学的彩色水墨风格绘制，背景为幽静的山林，色彩以淡雅为主，表现出神秘而古老的氛围。,动物\兽名\仇猱.png,chounao（仇猱）,"Prompt: A mythical beast called Qiu Monkey, which looks like a beak, an owl and a snake tail. When it sees a person, it will close its eyes and pretend to be asleep, and its chirping sound is like a self-destruction. Please paint in the color ink style of ancient illustration style and traditional Chinese aesthetics, with a quiet mountain forest in the background, and the colors are mainly elegant, showing a mysterious and ancient atmosphere."
赤犬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"名曰天犬,",prompt: 一只名为天犬的赤犬，全身毛发如烈火般鲜红，双眼炯炯有神，仿佛能洞察人心。它身姿矫健，四足强健有力，尾巴高高翘起，显得威风凛凛。背景是山海经中的古老山脉和云雾缭绕的天空，画面采用传统中国美学的彩色水墨风格，色彩浓郁而富有层次感，展现出一种神秘而又庄严的氛围。,动物\兽名\赤犬.png,chiquan（赤犬）,"prompt: A red dog named Tengu, whose hair is as red as fire and his eyes are bright and bright, as if he can see into people's hearts. It has a vigorous posture, strong four-legged and powerful, and its tail is raised high, making it look majestic. The background is the ancient mountains and misty sky in the Classic of Mountains and Seas, and the picture adopts the color ink style of traditional Chinese aesthetics, with rich colors and layers, showing a mysterious and solemn atmosphere."
麈,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只麈，古代神兽，形似鹿而大，尾长毛丰，象征着尊贵与吉祥。请以传统中国美学的彩色水墨风格绘制，背景为山林间，画面古朴典雅，充满神秘气息。,动物\兽名\麈.png,zhu（麈）,"prompt: A deer, an ancient mythical beast, resembles a deer and is large, with a long tail and rich hair, symbolizing nobility and auspiciousness. Please paint in the color ink style of traditional Chinese aesthetics, the background is the mountains and forests, the picture is simple and elegant, full of mystery."
諸懷,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,四角,人目,彘耳,其音如鳴雁,其音如鳴鴈,食人,",prompt: 诸怀，兽名，其状如牛，四角，人目，彘耳，其音如鸣雁。画面中，一只巨大的怪兽站立于山林之间，形似牛但有四个弯曲的犄角，眼睛犹如人类般明亮且充满智慧，耳朵则像野猪一样竖立。它张开嘴发出类似大雁的叫声，声音悠远而神秘。背景是古朴的山川和茂密的森林，采用传统中国美学的彩色水墨风格绘制，色彩淡雅，线条流畅，展现出古老神话中的奇幻景象。,动物\兽名\諸懷.png,zhuhuai（諸懷）,"Prompt: Zhu Huai, the name of the beast, its shape is like a cow, four horns, human eyes, pig ears, and its sound is like a goose. In the picture, a huge monster stands in the middle of the mountains and forests, shaped like a cow but with four curved horns, eyes as bright and intelligent as humans, and ears erect like wild boars. It opens its mouth to make a call similar to that of a wild goose, and its voice is distant and mysterious. The background is quaint mountains and rivers and dense forests, painted in the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines, showing a fantasy scene in ancient mythology."
諸犍,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如豹,長尾,人首,牛耳,一目,善吒,行則㘅其尾,居則蟠其尾,",prompt: 诸犍，其状如豹，长尾，人首，牛耳，一目，善吒，行则㘅其尾，居则蟠其尾。请绘制一幅具有传统中国美学的彩色水墨风格的插画，画面中诸犍的形象应融合豹的身体、人的头部、牛的耳朵和一只眼睛，行走时尾巴会发出响声，静止时尾巴盘绕在身体周围。背景可以是山林或古代神话场景，色彩以淡雅为主，线条流畅，富有动感。,动物\兽名\諸犍.png,zhujian（諸犍）,"The Zhuqian resemble a leopard, with a long tail, a human head, cow ears, one eye, good sounds, and a tail that wagges when walking, and a coiled tail when it lives. Please draw a colorful ink style illustration with traditional Chinese aesthetics, the image of Zhuqian should be a combination of the body of a leopard, a human head, a cow's ear and an eye, the tail will make a sound when walking, and the tail will coil around the body when stationary. The background can be mountains and forests or ancient mythological scenes, with elegant colors and smooth and dynamic lines."
朱獳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狐,魚翼,其鳴自叫,",prompt: 一只神秘的兽类，名为朱獳，其外形酷似狐狸，但拥有鱼的翅膀。它在空中飞翔时发出的声音如同呼唤自己的名字。请以古代中国插画风格和传统中国美学的彩色水墨风格描绘这一场景，画面中朱獳在云雾缭绕的山间翱翔，翅膀轻轻扇动，尾巴轻盈摆动，周围环绕着古老的树木和奇花异草，展现出一种神秘而宁静的氛围。,动物\兽名\朱獳.png,zhunou（朱獳）,"Prompt: A mysterious beast named the crested ibis that resembles a fox but has the wings of a fish. It makes a sound as it flies through the air like calling its own name. Please depict this scene in the style of ancient Chinese illustration and the colorful ink style of traditional Chinese aesthetics, in which the crested ibis soars among the clouds and mist, its wings gently flapping, its tail swaying lightly, surrounded by ancient trees and exotic flowers, showing a mysterious and serene atmosphere."
騶吾,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"大若虎,五采畢具,尾長於身,乗之日行千里,",prompt: 一只大如老虎的神兽騶吾，身上五彩斑斓，尾巴比身体还要长，骑上它可以日行千里。请用古代插画风格和传统中国美学的彩色水墨风格描绘这只神兽，注重展现其独特的色彩和长长的尾巴。背景可以是山川或森林，体现其在自然中的威严与神秘。,动物\兽名\騶吾.png,zouwu（騶吾）,"Prompt: A mythical beast as big as a tiger, with a colorful body and a tail longer than its body, it can travel thousands of miles a day on it. Please depict this mythical beast in the style of ancient illustration and traditional Chinese aesthetics, focusing on its unique colors and long tail. The background can be mountains or forests, reflecting its majesty and mystery in nature."
朱厭,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如猿,白首,赤足,",prompt: 朱厭，其状如猿，白首赤足，栖息于山林之间。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重展现其独特的白色头部与红色脚掌，背景为茂密的山林，树木葱郁，云雾缭绕。,动物\兽名\朱厭.png,zhuyan（朱厭）,"It looks like a monkey, with a white head and barefoot, and lives in the mountains and forests. Depict in the style of ancient illustration and traditional Chinese aesthetics, focusing on its distinctive white head and red paws, with a lush background of mountains and forests, lush trees, and clouds and mist."
足訾,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如禺,有鬛,牛尾,文臂,馬蹄,見人則呼,其鳴自呼,",prompt: 一只名为足訾的神兽，其形状类似禺（一种古代传说中的猴子），拥有浓密的鬣毛，尾巴像牛尾一样粗壮有力，手臂上布满复杂的纹饰，蹄子如同马蹄一般。当它看到人时会发出叫声，声音像是在呼唤自己的名字。请以传统中国美学的彩色水墨风格绘制，背景为幽静的山林，画面中弥漫着神秘而古朴的气息。,动物\兽名\足訾.png,zuzi（足訾）,"Prompt: A mythical beast named Zuzi, its shape resembles Yu (an ancient legendary monkey), with thick mane, a thick and powerful tail like a cow's tail, intricate decorations on its arms, and hooves like horseshoes. It makes a cry when it sees a person, and the sound seems to be calling its name. Please paint in the color ink style of traditional Chinese aesthetics, with a quiet mountain forest in the background, and the picture is filled with a mysterious and quaint atmosphere."
䟣踢,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南海之外,赤水之西,流沙之東,左右有首,",prompt: 䟣踢，一种神话中的怪兽，位于南海之外、赤水之西、流沙之东的神秘之地。它拥有左右两个头，每个头都有独特的表情和特征。画面中，䟣踢站在一片荒凉的沙漠之中，周围是流动的沙丘和远处翻滚的红水。它的身体呈现出深棕色，皮肤上布满了粗糙的鳞片。背景是夕阳下的天空，天边泛着橙红色的光芒，与流沙和赤水相互辉映。整体风格采用古代插画风格，结合传统中国美学的彩色水墨技法，展现出一种神秘而古老的气息。,动物\兽名\䟣踢.png,chuti（䟣踢）,"prompt: 䟣 kick, a mythical monster, located outside the South China Sea, west of Chishui, east of quicksand. It has two heads, left and right, each with a unique expression and characteristics. In the picture, Qian Kick stands in a desolate desert, surrounded by flowing sand dunes and tumbling red water in the distance. Its body is dark brown and its skin is covered with rough scales. The background is the sky under the setting sun, with orange-red light shining on the edge of the sky, reflecting the quicksand and red water. The overall style adopts the style of ancient illustrations, combined with the colorful ink technique of traditional Chinese aesthetics, showing a mysterious and ancient atmosphere."
長右,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如禺,四耳,其音如吟,",prompt: 一只长右，其状如禺，拥有四只耳朵，声音如同吟唱。画面中，长右站立在山林间，身体呈灰色，四肢粗壮有力，四耳灵动，眼神温和而神秘。背景是古老的山水，云雾缭绕，采用传统中国美学的彩色水墨风格，展现出一种幽静而神秘的氛围。,动物\兽名\長右.png,zhangyou（長右）,"prompt: A long right, shaped like a monkey, with four ears, and its voice is like a chant. In the picture, Changyou stands in the mountains and forests, his body is gray, his limbs are thick and powerful, his ears are smart, and his eyes are gentle and mysterious. The background is ancient landscapes, shrouded in clouds and mist, using the colorful ink style of traditional Chinese aesthetics, showing a quiet and mysterious atmosphere."
獨𤞞,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如虎,白身,犬首,馬尾,彘鬛,",prompt: 獨𤞞，其状如虎，白身，犬首，马尾，彘鬛。请绘制一只外形似虎的神兽，全身白色，头部像狗，尾巴像马，颈部长有猪一样的鬃毛。整体风格参考古代插画和传统中国美学的彩色水墨风格。,动物\兽名\獨𤞞.png,duyu（獨𤞞）,"Prompt: Du 𤞞, its shape is like a tiger, white body, dog head, horse's tail, pig mane. Please draw a mythical beast that looks like a tiger, with a white body, a head like a dog, a tail like a horse, and a pig-like mane on its neck. The overall style refers to the color ink style of ancient illustration and traditional Chinese aesthetics."
䍶䍶,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如羊,一角,一目,目在耳後,其鳴自䚯,",prompt: 一只形状像羊的神秘生物，它只有一只角和一只眼睛，眼睛位于耳朵后面。它的叫声像是在自言自语。请用传统中国美学的彩色水墨风格描绘这个名为䍶䍶的兽类，背景可以是山林或草原，展现出其独特的神秘气质。,动物\兽名\䍶䍶.png,dongdong（䍶䍶）,"Prompt: A mysterious creature shaped like a sheep, it has only one horn and one eye, and the eyes are located behind the ears. Its cry seems to be talking to itself. Please depict this beast named Ji Yi in the color ink style of traditional Chinese aesthetics, and the background can be a mountain forest or grassland, showing its unique mysterious temperament."
當康,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如豚,有牙,其鳴自叫,",prompt: 当康，其状如豚，有牙，其鸣自叫，形象为一头体型壮硕的野猪，体色棕黑，长有锋利的獠牙。背景为古代山林，色彩以传统中国水墨风格为主，画面中可见茂密的树木和奇石，整体氛围古朴神秘。,动物\兽名\當康.png,dangkang（當康）,"prompt: Dangkang, it looks like a pig, has teeth, and screams, and is a strong wild boar with a brown and black body color and sharp fangs. The background is ancient mountains and forests, the colors are mainly traditional Chinese ink painting style, and the picture can see dense trees and strange stones, and the overall atmosphere is simple and mysterious."
傲𢓨,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,白身,四角,毫如披蓑,是食人,",prompt: 一只名为傲𢓨的神兽，其状如牛，全身洁白无瑕，长有四只角，毛发浓密如同披着蓑衣一般，它是一种食人兽。请以古代插画风格和传统中国美学的彩色水墨风格描绘，背景为山林间，色调以淡雅为主，展现出一种神秘而古老的氛围。,动物\兽名\傲𢓨.png,ao𢓨（傲𢓨）,"prompt: A mythical beast called Ao 𢓨, its shape is like a cow, its whole body is white and flawless, it has four horns, and its hair is thick as if it is wearing a raincoat, it is a man-eating beast. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, the background is mountains and forests, and the color tone is mainly elegant, showing a mysterious and ancient atmosphere."
豹,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘豹子，它拥有金色的眼眸和斑斓的皮毛，在幽暗的森林中穿梭，身体矫健而敏捷。背景是古老的中国山水画风格，采用彩色水墨技法描绘，周围环绕着茂密的竹林和蜿蜒的小溪，远处是云雾缭绕的山脉，整个画面充满了神秘与宁静的气息。,动物\兽名\豹.png,bao（豹）,"Prompt: A mysterious leopard from the ""Classic of Mountains and Seas"", with golden eyes and colorful fur, it shuttles through the dark forest, and its body is vigorous and agile. The background is an ancient Chinese landscape painting style, depicted using colorful ink techniques, surrounded by dense bamboo forests and winding streams, and in the distance are cloudy mountains, the whole picture is full of mystery and tranquility."
𤠢鼠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘兽类，名为𤠢鼠，它拥有着独特的外貌特征。它的身体像一只巨大的老鼠，但体型更为庞大，毛色为深棕色，眼睛闪烁着智慧的光芒。头部有一对尖锐的耳朵，能够敏锐地捕捉到周围的声音。四肢强壮有力，尾巴长而灵活，能够在复杂的环境中自如移动。背景采用传统的中国山水画风格，远处是连绵起伏的山脉和潺潺流水，近处则是一片茂密的森林，充满神秘与古老的气息。整幅画面以彩色水墨风格呈现，既有细腻的笔触，又不失大气磅礴之感。,动物\兽名\𤠢鼠.png,𤠢shu（𤠢鼠）,"prompt: A mysterious beast from the ""Classic of Mountains and Seas"" called 𤠢 mouse, it has unique physical characteristics. Its body resembles a giant mouse, but it is larger, with dark brown fur and eyes that shine with wisdom. The head has a pair of sharp ears that are keenly able to pick up on the sounds around it. The limbs are strong and powerful, and the tail is long and flexible, allowing it to move freely in complex environments. The background is in the style of traditional Chinese landscape painting, with rolling mountains and gurgling water in the distance and a dense forest up close, full of mystery and antiquity. The whole picture is presented in the style of color ink painting, with both delicate brushstrokes and a sense of majesty."
耳鼠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鼠,莬首,䴢身,其音如獔犬,以其尾飛,",prompt: 一只外形如鼠的神秘生物，拥有兔子般的头部和鹿的身体，其叫声如同犬吠。它能够利用尾巴飞行。画面采用彩色水墨风格，背景为山海经中的奇幻山水，色彩以青绿为主，点缀以淡雅的花鸟，营造出一种古典而神秘的氛围。,动物\兽名\耳鼠.png,ershu（耳鼠）,"Prompt: A mysterious mouse-like creature with a rabbit-like head and a deer's body, and its barking sound. It is able to fly using its tail. The picture adopts the style of color ink, the background is the fantasy landscape in the Classic of Mountains and Seas, the color is mainly green, embellished with elegant flowers and birds, creating a classical and mysterious atmosphere."
朏朏,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狸,白尾,有鬣,","prompt: 朏朏，其状如狸,白尾,有鬣,形象参考古代插画风格和传统中国美学的彩色水墨风格,背景为山林溪流,画面充满神秘与自然的气息,色彩以淡雅为主,线条流畅细腻,表现出朏朏灵动而神秘的特质。",动物\兽名\朏朏.png,feifei（朏朏）,"prompt: 朏朏, its shape is like a raccoon, white tail, with a mane, the image refers to the color ink style of ancient illustration style and traditional Chinese aesthetics, the background is mountains and streams, the picture is full of mystery and natural atmosphere, the color is mainly elegant, the lines are smooth and delicate, showing the characteristics of the agile and mysterious characteristics."
封豕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 封豕，兽名，体型庞大如山，浑身覆盖着浓密的黑色长毛，眼神凶猛，獠牙外露，四蹄强健有力。背景为古代荒野，四周古木参天，山石嶙峋，远处有迷雾缭绕，整体风格参考传统中国彩色水墨画，线条流畅，色彩浓郁且富有层次感。,动物\兽名\封豕.png,fengshi（封豕）,"prompt: Feng Pig, the name of the beast, is as large as a mountain, covered with thick black hair, fierce eyes, exposed fangs, and strong and powerful hooves. The background is the ancient wilderness, surrounded by towering ancient trees, rugged mountains and rocks, and mist in the distance, and the overall style refers to traditional Chinese color ink painting, with smooth lines, rich colors and a sense of layering."
鼣鼠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古老的鼣鼠，体型庞大如牛，毛色斑斓如同虎豹，尾巴长而有力，四足强健，眼神锐利。它栖息于深山密林之中，周围是茂密的古木和奇异的花草，背景中隐约可见远山云雾缭绕。画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩浓郁且富有层次感。,动物\兽名\鼣鼠.png,feishu（鼣鼠）,"prompt: An ancient mole rat is as large as a cow, with colorful fur like a tiger and leopard, a long and powerful tail, strong four legs, and sharp eyes. It inhabits deep mountains and dense forests, surrounded by dense ancient trees and strange flowers and plants, and the distant mountains are faintly visible in the background. The painting adopts the color ink style of traditional Chinese aesthetics, with delicate brushstrokes, rich colors and a sense of layering."
飛鼠,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如兎,鼠首,以其背飛,",prompt: 一只外形类似兔子的神秘生物，头部却如同老鼠，长有细长的胡须和尖锐的牙齿。它的背部生有一对宽大的翅膀，羽毛呈现出淡蓝色和银色交织的光泽，仿佛夜空中最亮的星辰。整体形象融合了兔子的温顺与老鼠的机敏，飞翔时姿态优雅而轻盈，翅膀轻轻扇动间带起一阵微风。背景是幽静的山谷，远处隐约可见山峦起伏，近处则是繁花似锦的草地，整个画面采用传统中国美学的彩色水墨风格绘制，色彩柔和而富有诗意。,动物\兽名\飛鼠.png,feishu（飛鼠）,"Prompt: A mysterious creature that looks like a rabbit but has a mouse-like head, long slender whiskers and sharp teeth. It has a pair of wide wings on its back, and its feathers show a pale blue and silver sheen, like the brightest stars in the night sky. The overall image combines the docility of a rabbit with the agility of a mouse, with an elegant and light posture when flying, and a breeze with a gentle flap of its wings. The background is a quiet valley, the mountains are faintly visible in the distance, and the flowery grass is nearby, and the whole picture is painted in the color ink style of traditional Chinese aesthetics, with soft and poetic colors."
夫諸,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如白鹿,四角,",prompt: 一只形似白鹿的神秘生物，名为夫诸，拥有四只角。它的身体覆盖着洁白无瑕的皮毛，在阳光下闪烁着柔和的光泽。四只角呈螺旋状弯曲，尖端锋利，显得威严而神秘。背景是古老的山林，树木葱郁，云雾缭绕，增添了一种幽远而神秘的氛围。画面采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅，展现出一种古典而梦幻的效果。,动物\兽名\夫諸.png,fuzhu（夫諸）,"Prompt: A mysterious creature resembling a white deer, named Fuzhu, with four horns. Its body is covered in white and flawless fur, shimmering with a soft sheen in the sun. The four horns are spirally curved and sharp at the tips, appearing majestic and mysterious. The background is an ancient mountain forest with lush trees and clouds, adding to a secluded and mysterious atmosphere. The picture adopts the color ink style of traditional Chinese aesthetics, with smooth lines and elegant colors, showing a classical and dreamy effect."
蜚蛭,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"四翼,",prompt: 四翼的神秘兽蜚蛭，形象融合了古代神话与传统中国美学，四只翅膀轻盈展开，如同水墨画中的飞鸟，翅膀上绘有细腻的彩色纹路，身体线条流畅，色彩斑斓而富有层次感，背景为淡雅的山水景色，整个画面充满古典韵味。,动物\兽名\蜚蛭.png,feizhi（蜚蛭）,"prompt: The mysterious beast leech with four wings, the image integrates ancient mythology and traditional Chinese aesthetics, the four wings are lightly unfolded, like a bird in an ink painting, the wings are painted with delicate color lines, the body lines are smooth, colorful and layered, the background is elegant landscape scenery, the whole picture is full of classical charm."
蛫,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如龜,白身,赤首,",prompt: 一只名为蛫的神兽，其形状如同乌龟，身体洁白如雪，头部鲜红如火，四肢短小有力，壳上有着神秘的纹路，背景为古典山水，整体风格参考古代插画和传统中国彩色水墨画。,动物\兽名\蛫.png,gui（蛫）,"prompt: A mythical beast called the Ticker, its shape is like a turtle, its body is as white as snow, its head is bright red like fire, its limbs are short and powerful, its shell has mysterious lines, the background is classical landscape, and the overall style refers to ancient illustrations and traditional Chinese color ink paintings."
駮,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如馬,白身,黒尾,一角,虎牙爪,音如皷音,是食虎豹,",prompt: 一只神兽駮，其状如马，白身黑尾，头顶一角，虎牙虎爪，声音如同鼓声，能食虎豹。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神秘而强大的生物。背景可以是山林或草原，表现出其威猛与自然和谐共存的场景。,动物\兽名\駮.png,bo（駮）,"prompt: A mythical beast horse, its shape is like a horse, white body and black tail, a horn on the top of its head, tiger teeth and tiger claws, its sound is like the sound of a drum, and it can eat tigers and leopards. Please depict this mysterious and powerful creature in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. The background can be a mountain forest or grassland, showing a scene of harmonious coexistence between its majesty and nature."
獙獙,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如狐,有翼,其音如鴻鴈,",prompt: 獙獙，其状如狐，有翼，其音如鸿雁，身披五彩斑斓的羽毛，翅膀轻盈透明，眼神灵动狡黠，背景为幽静的山林，画面采用传统中国美学的彩色水墨风格，线条流畅自然，色彩淡雅清新。,动物\兽名\獙獙.png,bibi（獙獙）,"prompt: 鍙獙卙, its shape is like a fox, wings, its sound is like a wild goose, covered with colorful feathers, the wings are light and transparent, the eyes are smart and cunning, the background is the quiet mountains and forests, the picture adopts the color ink style of traditional Chinese aesthetics, the lines are smooth and natural, the colors are elegant and fresh."
猼訑,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如羊,九尾,四耳,其目在背,",prompt: 一只神秘的古代神兽猼訑，其形状如同羊一般，拥有九条尾巴和四只耳朵，最特别的是它的眼睛长在背部。请以中国传统水墨画风格描绘，色彩以淡雅为主，背景为山林或云雾缭绕的仙境，突出猼訑的独特形态和神秘气质。,动物\兽名\猼訑.png,boyi（猼訑）,"Prompt: A mysterious ancient mythical beast that looks like a sheep, has nine tails, four ears, and most notably its eyes on its back. Please depict in the style of traditional Chinese ink painting, the colors are mainly elegant, and the background is mountains and forests or clouds and mist fairyland, highlighting the unique form and mysterious temperament of the monkey."
狗,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格的彩色插画，描绘一只古老的犬类生物，它拥有浓密的毛发和灵动的眼神，身体健壮而灵活。背景为山林溪流，远处隐约可见古朴的村落，天空中飘着淡淡的云彩，整体画面充满神秘而宁静的氛围。,动物\兽名\狗.png,gou（狗）,"Prompt: A colorful illustration in the style of traditional Chinese ink painting, depicting an ancient canine creature with thick hair and smart eyes, and a strong and agile body. The background is mountains and streams, quaint villages are faintly visible in the distance, faint clouds float in the sky, and the overall picture is full of mysterious and peaceful atmosphere."
蠱雕,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如雕,有角,其音如嬰兒之音,是食人,",prompt: 一只名为蠱雕的神兽，其状如雕，拥有锐利的鹰眼和宽大的翅膀，头顶上长有一对雄壮的角。它的叫声如同婴儿啼哭，让人不寒而栗。蠱雕是一种食人猛兽，身上覆盖着深棕色的羽毛，翼展宽大，飞翔时如同一片乌云遮天蔽日。背景为古代山林，雾气缭绕，增添神秘感。整体风格参考古代插画，采用传统中国美学的彩色水墨技法绘制。,动物\兽名\蠱雕.png,gudiao（蠱雕）,"Prompt: A divine beast called the Gu Eagle was shaped like an eagle, with sharp eagle eyes and wide wings, and a pair of majestic horns on top of its head. Its cry is like a baby's cry, which makes people shudder. The Gu eagle was a man-eating beast, covered with dark brown feathers, with a wide wingspan, and when it flew, it was like a dark cloud covering the sky. The background is ancient mountains and forests, and the mist adds to the mystery. The overall style refers to ancient illustrations and is painted using the color ink technique of traditional Chinese aesthetics."
怪獸,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的怪兽，身体庞大而奇特，拥有狮子般的头颅和锋利的獠牙，身上覆盖着五彩斑斓的鳞片，四足强壮有力，尾巴长而卷曲。背景为古代中国山水画风格，山峦起伏，云雾缭绕，色彩以水墨为主，点缀以鲜艳的色彩，展现出神秘而古老的气息。,动物\兽名\怪獸.png,guaishou（怪獸）,"Prompt: A monster from the ""Classic of Mountains and Seas"", with a large and peculiar body, a lion-like head and sharp fangs, covered with colorful scales, strong and powerful four-legged, and a long, curly tail. The background is the style of ancient Chinese landscape painting, with undulating mountains, clouds and mist, and the colors are mainly ink and embellished with bright colors, showing a mysterious and ancient atmosphere."
彚,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 彚，一种神秘的古代兽类，形象为身体覆盖着五彩斑斓的鳞片，头部似龙，长有锐利的犄角，四足强健有力，尾部长而卷曲。它栖息于深山幽谷之中，常在云雾缭绕处出现，象征着力量与智慧。请以传统中国美学的彩色水墨风格描绘，注重展现其鳞片的细腻质感和威严的姿态。,动物\兽名\彚.png,hui（彚）,"Prompt: 彚, a mysterious ancient beast, the image is a body covered with colorful scales, a head like a dragon, sharp horns, strong and powerful four-legged, and a long and curly tail. It inhabits deep mountains and valleys, often appearing in clouds and mist, symbolizing strength and wisdom. Please depict in the color ink style of traditional Chinese aesthetics, focusing on showing the delicate texture and majestic posture of its scales."
虎,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只威猛的山海经中的虎，身披斑斓的皮毛，眼神锐利，四爪有力，站立在山林之间，背景是古代中国山水画风格的山川河流，画面采用传统中国美学的彩色水墨风格，展现出神秘而壮丽的自然景象。,动物\兽名\虎.png,hu（虎）,"prompt: A mighty tiger in the Classic of Mountains and Seas, dressed in colorful fur, sharp eyes, and powerful four claws, stands between the mountains and forests, with mountains and rivers in the style of ancient Chinese landscape painting in the background, and the picture adopts the color ink style of traditional Chinese aesthetics, showing a mysterious and magnificent natural scene."
