名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
䱻魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蛇,四足,是食魚,",prompt: 䱻魚，其状如蛇，四足，是食鱼。请绘制一条身体蜿蜒如蛇的神秘鱼类，它拥有四只细小而灵活的脚，能够在水中和陆地上自由移动。鳞片闪烁着蓝绿色的光泽，眼睛圆而明亮，充满智慧与灵性。背景为中国古代山水画风格，山峦起伏，云雾缭绕，水波不兴，营造出一种宁静而神秘的氛围。整体色调以淡雅为主，采用传统中国水墨画技法，线条流畅自然，色彩柔和细腻。,动物\鱼名\䱻魚.png,huayu（䱻魚）,"Prompt: The snake, which looks like a snake and has four legs, is a fish-eating creature. Please draw a mysterious fish with a snake-like body that has four tiny, flexible feet that can move freely in the water and on land. The scales shimmered with a blue-green sheen, and the eyes were round and bright, full of wisdom and spirituality. The background is in the style of ancient Chinese landscape painting, with undulating mountains, clouds and mist, and low water waves, creating a peaceful and mysterious atmosphere. The overall color tone is mainly light and elegant, using traditional Chinese ink painting techniques, with smooth and natural lines and soft and delicate colors."
鱯,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条古老的鱯鱼，身体修长，鳞片细腻光滑，色彩斑斓如同彩虹般绚丽。它在清澈的水中游弋，周围环绕着水草和莲花，背景是山峦起伏、云雾缭绕的仙境。画面采用传统中国彩色水墨风格，线条流畅，色彩淡雅，充满诗意。,动物\鱼名\鱯.png,hu（鱯）,"prompt: An ancient herring with a slender body, delicate and smooth scales, and colorful colors like a rainbow. It cruises in crystal-clear water, surrounded by aquatic plants and lotus flowers, with a fairyland of rolling mountains and misty clouds in the background. The picture adopts the traditional Chinese color ink style, with smooth lines, elegant colors, and full of poetry."
何羅之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"一首,十身,其音如𠯈犬,",prompt: 何羅之魚，一首十身，其音如犬吠。请以古代插画风格和传统中国美学的彩色水墨风格描绘。画面中，一条拥有十个身体的奇异鱼类在水中游弋，每个身体都流畅地连接在一起，形成一种独特的美感。鱼的头部只有一个，眼神灵动而神秘，口中发出类似狗吠的声音，周围水波荡漾，色彩斑斓，富有诗意。背景可以是深邃幽静的海底世界，点缀着珊瑚、海草等海洋植物，营造出一种奇幻而宁静的氛围。,动物\鱼名\何羅之魚.png,heluozhiyu（何羅之魚）,"prompt: The fish of He Luo, one song has ten bodies, and its sound is like a dog barking. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics. In the picture, a strange fish with ten bodies swims in the water, each body smoothly connected to form a unique beauty. The fish has only one head, its eyes are smart and mysterious, its mouth makes a sound similar to a dog's barking, and the surrounding water is rippling, colorful and poetic. The background can be a deep and secluded underwater world, dotted with marine plants such as corals and seagrass, creating a fantastical and serene atmosphere."
活師,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条活師鱼，身体修长而灵活，鳞片闪烁着淡淡的银光，尾鳍宽大如扇，游动时如同水中舞者。它的眼睛明亮有神，嘴巴微张，似乎在吐出一串串晶莹的气泡。背景是清澈的碧绿湖水，水草随波轻摆，几朵莲花点缀其间，整个画面充满生机与和谐。采用古代插画风格和传统中国美学的彩色水墨风格绘制。,动物\鱼名\活師.png,huoshi（活師）,"Prompt: A living fish, the body is slender and flexible, the scales shimmer with a faint silver light, the tail fin is as wide as a fan, and it swims like a dancer in the water. Its eyes are bright and bright, and its mouth is slightly open, as if it is spitting out strings of crystal bubbles. The background is a clear turquoise lake, aquatic plants swaying gently with the waves, and a few lotus flowers dotting it, and the whole picture is full of vitality and harmony. Painted in the color ink style of ancient illustration style and traditional Chinese aesthetics."
豪魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如鮪,赤喙尾,赤羽,",prompt: 一条状如鲔鱼的豪魚，拥有红色的喙和尾巴，身上覆盖着如同赤羽般的鳞片，在水中游动时仿佛燃烧的火焰，背景为深邃的海洋，采用传统中国美学的彩色水墨风格绘制。,动物\鱼名\豪魚.png,haoyu（豪魚）,"Prompt: A tuna-like giant fish with a red beak and tail, covered with scales like red feathers, swimming in the water like a burning flame, with a deep ocean in the background, painted in the style of colorful ink painting of traditional Chinese aesthetics."
滑魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鱓,其音如梧,",prompt: 滑鱼，其状如鳝，体长而细，通体光滑无鳞，色彩斑斓，有如彩虹般绚丽的条纹。其音如梧桐树在风中摇曳的声音，清脆悦耳。背景为古朴典雅的山水画，山峦起伏，水波荡漾，云雾缭绕，充满传统中国美学的彩色水墨风格。,动物\鱼名\滑魚.png,huayu（滑魚）,"prompt: Slippery fish, which looks like an eel, has a long and slender body, smooth and scaleless, colorful, and has brilliant stripes like a rainbow. Its sound is like the sound of a plane tree swaying in the wind, crisp and pleasant. The background is a simple and elegant landscape painting, with undulating mountains, rippling water, clouds and mist, full of traditional Chinese aesthetics color ink style."
鮫魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的鲛鱼，身体修长而有力，鳞片闪耀着淡淡的银光，尾巴宽大如扇，游动时仿佛在水中轻轻摇曳。鲛鱼的眼睛明亮有神，嘴角微微上扬，似乎带着一丝神秘的微笑。背景是深蓝色的海水，几株水草随波摇曳，增添了几分宁静与神秘感。画面整体色调柔和，线条流畅，展现出一种古典的美感。,动物\鱼名\鮫魚.png,jiaoyu（鮫魚）,"prompt: The traditional Chinese ink painting style of the shark has a slender and powerful body, scales shining with a faint silver light, and a wide tail like a fan, as if swaying gently in the water when swimming. The shark's eyes are bright and spirited, and the corners of its mouth are slightly raised, as if with a hint of a mysterious smile. The background is dark blue water, and several aquatic plants sway with the waves, adding a bit of tranquility and mystery. The overall color tone of the picture is soft, the lines are smooth, showing a classical beauty."
堪㐨之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 堪㐨之魚，一种神秘的古代鱼类，体态修长，鳞片闪耀着金色光泽，鱼鳍宽大如同飘逸的丝绸，尾部呈扇形展开。它的眼睛明亮有神，仿佛能洞察世间万物。背景为幽深的海底世界，水草随波摇曳，珊瑚五彩斑斓，整个画面充满奇幻色彩，采用中国传统水墨画风格，细腻描绘出堪㐨之魚的独特魅力。,动物\鱼名\堪㐨之魚.png,kanxuzhiyu（堪㐨之魚）,"Prompt: Kan Zhi Yu, a mysterious ancient fish, has a slender body, shining golden scales, wide fins like flowing silk, and a fan-shaped tail. Its eyes are bright and divine, as if it can see everything in the world. The background is the deep underwater world, the aquatic plants sway with the waves, the corals are colorful, the whole picture is full of fantasy colors, using the traditional Chinese ink painting style, delicately depicting the unique charm of the fish."
鯥,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,陵居,蛇尾,有翼,其羽在魼下,其音如留牛,冬死,夏生,",prompt: 一只名为鯥的神秘生物，其形状如同牛一般壮硕，居住在山陵之上。它拥有蛇一般的尾巴和一对翅膀，羽毛生长在胸鳍之下。它的叫声如同留牛般低沉而悠长。这幅画应该体现出四季更替的特点：冬季时，鯥似乎进入了冬眠状态，周围环境显得萧瑟寒冷；夏季时，鯥则生机勃勃，周围的景色也变得繁茂葱郁。整幅画面采用传统中国美学的彩色水墨风格，背景以淡雅的山水为主，突出鯥这一独特生物的形象。,动物\鱼名\鯥.png,lu（鯥）,"prompt: A mysterious creature named Gully, as strong as a cow, lives on the mountain. It has a snake-like tail and a pair of wings, with feathers growing under the pectoral fins. Its cry is low and long like a cow. This painting should reflect the characteristics of the changing seasons: in winter, the carp seems to have entered a state of hibernation, and the surrounding environment appears bleak and cold; In summer, the sea bream is full of life and the surrounding scenery becomes lush. The whole picture adopts the color ink style of traditional Chinese aesthetics, and the background is dominated by elegant landscapes, highlighting the image of the unique creature of the gourd."
龍魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"陵居,在其（諸夭之野）北,狀如狸,一曰鰕,",prompt: 一只生活在陵墓中的神秘生物，名为龍魚，位于诸夭之野的北方。它的外形像狸猫，但又被称为鰕。请以古代插画风格和传统中国美学的彩色水墨风格描绘它。画面中，龍魚有着狸猫般的身体，鱼鳞覆盖全身，尾巴长而有力，眼睛闪烁着智慧的光芒。背景是幽静的陵墓环境，周围点缀着古老的石碑和青苔。整体色调以淡雅为主，展现出一种神秘而又宁静的氛围。,动物\鱼名\龍魚.png,longyu（龍魚）,"Prompt: A mysterious creature that lives in the mausoleum, called the Arowana, is located in the northern part of the Wild of Heaven. It looks like a civet cat, but it is also called a ray. Please depict it in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. In the picture, the Arowana has a civet-like body, with scales covering its whole body, a long and powerful tail, and eyes shining with wisdom. The background is a secluded mausoleum setting, surrounded by ancient stone tablets and moss. The overall color palette is predominantly elegant, showing a mysterious and serene atmosphere."
鯩魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"黒文,其狀如鮒,",prompt: 一条鱼，名为鯩魚，其形状类似鲫鱼，但全身覆盖着黑色的花纹，呈现出神秘而古老的美感。请以传统中国美学的彩色水墨风格描绘，注重表现其独特的黑文特征和流畅的鱼身线条，背景可以是清澈见底的溪流或古朴典雅的池塘，增添几分古典韵味。,动物\鱼名\鯩魚.png,lunyu（鯩魚）,"Prompt: A fish, called a crucian carp, is shaped like a crucian carp, but its whole body is covered with black patterns, presenting a mysterious and ancient beauty. Please depict in the colorful ink style of traditional Chinese aesthetics, focusing on expressing its unique black character and smooth fish body lines, and the background can be a crystal clear stream or a simple and elegant pond, adding a bit of classical charm."
鯉魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条色彩斑斓的鲤鱼，鳞片闪耀着金色和红色的光芒，身体修长而有力，在清澈见底的溪流中悠然游动。背景是古典山水画风格的山石和树木，远处有淡淡的云雾缭绕，整个画面充满诗意和传统中国美学的韵味。,动物\鱼名\鯉魚.png,liyu（鯉魚）,"Prompt: A colorful carp with scales shining with gold and red light, a slender and powerful body, swimming leisurely in a crystal clear stream. The background is the rocks and trees in the style of classical landscape painting, and there are faint clouds and mist in the distance, and the whole picture is full of poetry and traditional Chinese aesthetics."
陵魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"人靣,手足,魚身,在海中,",prompt: 陵魚，人面鱼身，拥有手足，在海中游弋，形象融合了人类与鱼类的特征。请参考古代插画风格和传统中国美学的彩色水墨风格，描绘出陵魚在波涛汹涌的大海中悠然自得地游动，其面部表情温和而神秘，身体部分则呈现出流畅的鱼形曲线，背景为淡雅的海水与云雾缭绕的远山，整体画面充满东方古典韵味。,动物\鱼名\陵魚.png,lingyu（陵魚）,"prompt: Lingyu, human face and fish body, with hands and feet, swimming in the sea, the image combines the characteristics of humans and fish. Please refer to the ancient illustration style and the color ink style of traditional Chinese aesthetics to depict the lingyu swimming leisurely in the rough sea, its facial expression is gentle and mysterious, and the body part shows a smooth fish-shaped curve, with the background of elegant sea water and cloudy mountains, and the overall picture is full of oriental classical charm."
羸魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"魚身,鳥翼,音如鴛鴦,",prompt: 一只具有鱼身鸟翼的神秘生物，名为羸鱼，其声音如同鸳鸯般悦耳。画面中，羸鱼在清澈的水中游动，展开着色彩斑斓的翅膀，仿佛随时可以飞翔。背景为古代山水画风格，用细腻的笔触描绘出蜿蜒的山脉和潺潺流水，整幅画面充满传统中国美学的彩色水墨风格。,动物\鱼名\羸魚.png,leiyu（羸魚）,"Prompt: A mysterious creature with fish-like wings called the Weak Fish, its voice is as pleasant as that of a mandarin duck. In the picture, the fish swims in the clear water, spreading its colorful wings, as if it can fly at any time. The background is in the style of ancient landscape painting, depicting winding mountains and gurgling water with delicate brushstrokes, and the whole picture is full of color ink style of traditional Chinese aesthetics."
寐魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的寐魚，它有着流线型的身体，鳞片在月光下闪烁着淡淡的银光。鱼身两侧点缀着几抹深蓝色的斑纹，如同夜空中最亮的星辰。它的尾巴宽大而柔软，仿佛一片轻盈的云朵，在水中轻轻摆动。头部圆润，眼睛大而明亮，透露出一种神秘而宁静的气息。整个画面以传统的彩色水墨风格呈现，背景是幽静的湖泊和远处朦胧的山峦，营造出一种梦幻般的氛围。,动物\鱼名\寐魚.png,meiyu（寐魚）,"prompt: A sleeping fish from the ""Classic of Mountains and Seas"", it has a streamlined body, and its scales shimmer with a faint silver light in the moonlight. The sides of the fish are dotted with a few dark blue markings, like the brightest stars in the night sky. Its tail is wide and soft, like a light cloud, swaying gently in the water. The head is round, and the eyes are large and bright, revealing a mysterious and serene aura. The entire picture is presented in the traditional color ink style, with a quiet lake and hazy mountains in the background, creating a dreamlike atmosphere."
蒲夷之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，蒲夷之鱼，色彩淡雅，身形修长而优雅，鳞片细腻，游弋于清澈的溪流之中，周围点缀着几朵盛开的莲花，背景为山石与竹林，画面宁静和谐，充满古典美感。,动物\鱼名\蒲夷之魚.png,puyizhiyu（蒲夷之魚）,"prompt: Traditional Chinese ink painting style, Puyi fish, elegant color, slender and elegant body, delicate scales, swimming in the clear stream, surrounded by several blooming lotus flowers, the background is mountain rocks and bamboo forests, the picture is quiet and harmonious, full of classical beauty."
鼈魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只鼈魚，身体呈扁平状，背部覆盖着坚硬的甲壳，颜色为深绿色，带有黄色斑点。头部较小，眼睛突出，嘴巴宽大，四肢短小但有力，适合在水中快速游动。尾巴细长，有助于在水中保持平衡。整体形象参考古代插画风格和传统中国美学的彩色水墨风格，背景为清澈的河流，水草摇曳，增添生动感。,动物\鱼名\鼈魚.png,bieyu（鼈魚）,"Prompt: A tortoise with a flattened body and a back covered with a hard carapace, dark green in color with yellow spots. The head is small, the eyes are prominent, the mouth is wide, and the limbs are short but powerful, suitable for swimming quickly in the water. The tail is elongated and helps maintain balance in the water. The overall image references the colorful ink style of ancient illustration style and traditional Chinese aesthetics, with a clear river and swaying water plants in the background, adding a sense of vividness."
竒魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的奇异鱼类，名为竒魚，体态修长，鳞片闪耀着五彩斑斓的光芒。鱼身两侧各有一对透明的鳍，如同薄纱般轻盈。头部有两根长长的触须，仿佛可以感知周围的水流变化。眼睛大而明亮，闪烁着智慧的光芒。背景是深邃的海底，周围点缀着珊瑚和水草，整体风格为传统中国彩色水墨画，画面充满神秘与奇幻色彩。,动物\鱼名\竒魚.png,qiyu（竒魚）,"prompt: The exotic fish in the ""Classic of Mountains and Seas"", called the fish, has a slender body and scales shining with colorful light. There is a pair of transparent fins on each side of the fish's body, which are as light as tulle. The head has two long tentacles that seem to sense changes in the water flow around it. The eyes are large and bright, shining with wisdom. The background is the deep seabed, surrounded by corals and aquatic plants, and the overall style is traditional Chinese color ink painting, which is full of mystery and fantasy."
𩶯魮之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如覆銚,鳥首,魚翼,魚尾,音如磬石之聲,生珠玉,",prompt: 𩶯魮之鱼，其状如覆铫，鸟首，鱼翼，鱼尾，音如磬石之声，生珠玉。请以古代插画风格和传统中国美学的彩色水墨风格描绘此神兽。画面中，一只奇特的鱼类生物游弋于清澈的水域之中，它的头部像一只优雅的鸟类，长有尖锐的喙；身体覆盖着鳞片，翅膀和尾巴则保留了鱼的特点。它发出的声音如同敲击玉石磐石般清脆悦耳。在其周围，水底散布着璀璨的珍珠和晶莹剔透的宝石，仿佛这些珍宝都是由它所孕育而生。背景采用淡雅的水墨山水，营造出一种神秘而和谐的氛围。,动物\鱼名\𩶯魮之魚.png,rupizhiyu（𩶯魮之魚）,"The shape of the fish resembles a covered pot, with a bird's head, fish wings, and a fish tail, and its sound resembles the sound of a chime and stone, producing pearls and jade. Please depict this mythical beast in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics. In the picture, a peculiar fish creature swims in the clear waters, its head resembling an elegant bird with a sharp beak; The body is covered with scales, and the wings and tail retain the characteristics of a fish. The sound it makes is as crisp and pleasant as striking a jade rock. Around it, the bottom of the water is littered with brilliant pearls and crystal clear gemstones, as if these treasures were born from it. The background uses elegant ink landscapes, creating a mysterious and harmonious atmosphere."
人魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 人鱼，古代神话中的神秘生物，半人半鱼，拥有美丽的鱼尾和人类的上身。请描绘一位女性人鱼，她有着长长的黑发，面容清秀，身着轻盈的水草装饰，鱼尾色彩斑斓，如同深海珊瑚一般绚丽。背景是幽暗而神秘的海底世界，周围有各种奇异的海洋生物游弋，如大蚌、海藻和五彩斑斓的热带鱼。整体风格参考中国传统彩色水墨画，注重线条流畅和色彩层次，营造出一种梦幻而神秘的氛围。,动物\鱼名\人魚.png,renyu（人魚）,"Prompt: Mermaid, a mysterious creature from ancient mythology, half-human, half-fish, with a beautiful fishtail and a human upper body. Please depict a female mermaid with long black hair, a delicate face, light aquatic plant decorations, and a colorful fishtail that is as colorful as deep-sea coral. The background is a dark and mysterious underwater world, surrounded by a variety of exotic marine life, such as giant clams, seaweed, and colorful tropical fish. The overall style refers to traditional Chinese color ink painting, focusing on smooth lines and color layers, creating a dreamy and mysterious atmosphere."
冉遺之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"魚身,蛇首,六足,其目如馬耳,",prompt: 冉遺之魚，鱼身蛇首六足，其目如马耳，形象古朴神秘。请以古代插画风格和传统中国美学的彩色水墨风格绘制，画面中冉遺之魚在水中游动，背景为幽静的山涧溪流，周围点缀着奇花异草，整体色调以淡雅为主，展现出一种古典而梦幻的氛围。,动物\鱼名\冉遺之魚.png,ranyizhiyu（冉遺之魚）,"prompt: Ran Yi's fish, fish body, snake head and six legs, its eyes are like horse ears, and the image is simple and mysterious. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, in the picture of Ran Yizhi fish swimming in the water, the background is a quiet mountain stream, surrounded by exotic flowers and plants, the overall color tone is mainly elegant, showing a classical and dreamy atmosphere."
鱓,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"赤背,",prompt: 一条赤背的鱓鱼，身体呈现出鲜艳的红色，背部光滑而富有光泽，鳞片细腻紧密。背景是淡雅的水墨山水，水波荡漾，几朵莲花点缀其间，整个画面充满了古典中国画的韵味。,动物\鱼名\鱓.png,shan（鱓）,"Prompt: A red-backed eel with a bright red body, a smooth and shiny back, and delicate and tight scales. The background is an elegant ink landscape, the water is rippling, and a few lotus flowers are dotted in it, and the whole picture is full of the charm of classical Chinese painting."
䱇,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条古老的鱼，名为䱇，它游弋在清澈的山涧溪流中。体态修长而优雅，身长约一尺，全身覆盖着细腻的银色鳞片，在阳光下闪烁着微光。䱇鱼的眼睛大而明亮，仿佛能洞察世间万物。它的背鳍和尾鳍呈淡蓝色，边缘点缀着几抹金色，如同山间晨雾中的第一缕阳光。周围环境是典型的中国山水画风格，远处有连绵起伏的青山，近处则是清澈见底的小溪，溪边生长着翠绿的水草和野花，整个画面充满宁静与和谐之美。,动物\鱼名\䱇.png,shan（䱇）,"prompt: An ancient fish named 山 swims in clear mountain streams. The body is slender and elegant, about a foot long, covered with delicate silver scales, shimmering in the sun. The eyes of the fishing fish are large and bright, as if they can see into everything in the world. Its dorsal and caudal fins are pale blue with a few touches of gold on the edges, like the first rays of sunlight in the morning mist in the mountains. The surrounding environment is typical of Chinese landscape painting, with rolling green mountains in the distance and crystal clear streams nearby, with emerald green aquatic plants and wildflowers growing by the stream, and the whole picture is full of tranquility and harmony."
芘嬴,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的神秘鱼名芘嬴，体态修长而优雅，鳞片闪耀着淡蓝色的光泽。它的眼睛大而明亮，仿佛能洞察人心。背景为深邃的海底世界，四周环绕着古老的珊瑚和奇形怪状的岩石。整体画面采用传统中国美学的彩色水墨风格，色彩柔和而富有层次感，展现出一种幽静而神秘的氛围。,动物\鱼名\芘嬴.png,piying（芘嬴）,"Prompt: The mysterious fish in the ""Classic of Mountains and Seas"" is named Qian Ying, with a slender and elegant body, and its scales shine with a light blue luster. Its eyes are large and bright, as if they can read into people's hearts. The background is a deep underwater world, surrounded by ancient corals and bizarre rocks. The overall picture adopts the color ink style of traditional Chinese aesthetics, with soft and layered colors, showing a quiet and mysterious atmosphere."
薄魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鱣魚,一目,其音如歐,",prompt: 一只外形类似于鱣鱼的神秘生物，它只有一只眼睛，位于头部中央。这只薄魚在水中游动时发出如同“欧”一般的叫声。请以古代插画风格和传统中国美学的彩色水墨风格描绘此场景，背景为幽静而深邃的水域，水草轻轻摇曳，增添几分神秘与宁静。,动物\鱼名\薄魚.png,baoyu（薄魚）,"Prompt: A mysterious creature resembling a sturgeon with only one eye located in the center of its head. This thin fish makes a sound like ""ou"" when swimming in the water. Depict this scene in the style of ancient illustration and traditional Chinese aesthetics, with the background of quiet and deep waters, and the water plants gently swaying, adding a touch of mystery and tranquility."
儵魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如雞,赤毛,三尾,六足,四首,其音如鵲,",prompt: 一只神秘的儵魚，其形状如同鸡一般，但全身覆盖着鲜艳的红色羽毛。它拥有三条尾巴和六只脚，头部有四个面孔，每个面孔都栩栩如生。它的叫声如同喜鹊一样清脆悦耳。画面采用古代插画风格，结合传统中国美学的彩色水墨技法，展现出一种奇幻而古朴的美感。背景可以是山海经中常见的山水景象，云雾缭绕，增添神秘氛围。,动物\鱼名\儵魚.png,shuyu（儵魚）,"prompt: A mysterious fish that resembles a chicken but is covered in bright red feathers. It has three tails and six feet, and its head has four faces, each of which comes to life. Its cry is as crisp and pleasant as a magpie. The picture adopts the style of ancient illustration, combined with the color ink technique of traditional Chinese aesthetics, showing a fantastic and simple beauty. The background can be a common landscape scene in the Classic of Mountains and Seas, with clouds and mist, adding to the mysterious atmosphere."
師魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的师鱼，身长数丈，鳞片闪耀着金色光泽，头上有双角，尾巴分叉如龙尾，游弋于深海之中，周围环绕着神秘的水草和珊瑚，画面采用传统中国美学的彩色水墨风格，背景为幽深的海底世界，色彩以蓝绿色为主，点缀金黄色的光芒。,动物\鱼名\師魚.png,shiyu（師魚）,"prompt: The ancient mythological teacher fish, several feet long, scales shine with golden luster, double horns on the head, tail forked like a dragon's tail, swimming in the deep sea, surrounded by mysterious aquatic plants and corals, the picture adopts the color ink style of traditional Chinese aesthetics, the background is the deep underwater world, the color is mainly blue-green, embellished with golden light."
鰠魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鱣魚,",prompt: 请绘制一只鰠鱼，其形状类似于鱣鱼，体态修长，鳞片细腻光滑，色彩斑斓。采用古代插画风格和传统中国美学的彩色水墨技法，背景为淡雅的山水景色，整体画面充满神秘而古典的气息。,动物\鱼名\鰠魚.png,saoyu（鰠魚）,"Prompt: Draw a ray with a shape similar to a squid, slender body, delicate and smooth scales, and colorful ones. Using the color ink technique of ancient illustration style and traditional Chinese aesthetics, the background is an elegant landscape scenery, and the overall picture is full of mysterious and classical atmosphere."
𩹴父之魚,动物,鱼名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鮒魚,魚首,彘身,",prompt: 《山海经》中的𩹴父之鱼，其状如鮒鱼，鱼首彘身，体态奇特。请以古代插画风格和传统中国美学的彩色水墨风格绘制，色彩以淡雅为主，背景为山川河流，增添神秘氛围。,动物\鱼名\𩹴父之魚.png,taofuzhiyu（𩹴父之魚）,"prompt: The fish of the father in the ""Classic of Mountains and Seas"" looks like a catfish, with a fish head and a pig body, and a peculiar posture. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, the colors are mainly elegant, and the background is mountains and rivers, adding a mysterious atmosphere."
